,count,hate_speech,offensive_language,neither,class,tweet
1275,3,0,3,0,1,&#8220;@FabianMleal: Im fucking tired Ending  night wh some rips&#127809;&#128293;&#8221; so much for hting me up bch
1276,3,0,3,0,1,&#8220;@FliiNextDoor: If yo pussy stank ; wasnt raed correctly&#8221;lmao
1277,3,0,3,0,1,&#8220;@FliiNextDoor: Phat pussy &#128525;&#128553;&#128166;&#128166;&#128166;&#128520;: http://tco/Cbel8h29e1&#8221;that looks like scrotum
1278,3,1,2,0,1,&#8220;@Fly_Air_Walker: Everybody entled to own opinion tho&#8221; Not that bch she need to shut up &amp; s  fuck down
1279,3,0,2,1,1,&#8220;@ForeverrrJadaaa: huge nips scary me&#8221; scary me too
1280,3,0,2,1,1,&#8220;@FreakyAbandoned: Mental Asylum in Dallas Texas 1980s http://tco/03S8dEsEzq&#8221; should go find th hoe
1281,3,2,1,0,0,&#8220;@FreddieGibbs: Tea bag bch&#8221; Pahahaha
1282,3,0,3,0,1,&#8220;@FreeBlizz_ICBC: If posted pics of everything do in my life yall hoes would fall in love &#8221;dont kill em Channing
1283,3,0,3,0,1,&#8220;@FriendlyAssh0le: 53 200 lbs aint thick bch you fucking wahog&#8221;&#128514;
1284,3,0,3,0,1,&#8220;@FriendlyAssh0le: You fat bches needa stop bing your lips when you take pictures Yall look hungry not sexy&#8221;&#128514;&#128514;&#128588;
1285,3,0,3,0,1,&#8220;@FriendlyAssh0le: how bches be looking  first day of school http://tco/OpSkH1xZGb&#8221;&#128514;
1286,3,0,3,0,1,&#8220;@FukknTyler: @lil_aerii LIGHTSKIN MF LMFAOOO&#8221; ight whe bch lol &#128299;&#128299;
1287,3,0,2,1,1,&#8220;@FullaCharma And happy to be hoes too Smh&#8221;better than being in denial
1288,3,2,1,0,0,&#8220;@FunnyPicsDepot: fucking whe people http://tco/uyjGzuX4Cc&#8221; bch wut
1289,3,0,3,0,1,&#8220;@FunnyPicsDepot: All  seniors young side hoes gonna be at graduation like http://tco/qFDBBu4hPV&#8221;
1290,3,1,2,0,1,&#8220;@FunnyPicsDepot: Realt bch to ever step foot on soccer field http://tco/CSfigYQuT4&#8221; every team has bch like th
1291,3,0,3,0,1,&#8220;@FunnyPicsDepot: When  nigga wh  aux cord playin some trash sh http://tco/LMP5BeplVy&#8221; @JWilko7
1292,3,0,3,0,1,&#8220;@FunnyPicsDepot: bch in  middle look like daddy long leg &#128557; https://tco/f2L8dpbrES&#8221;@KellieNehls
1293,3,0,3,0,1,&#8220;@FunnyPicsDepot: how black bches drive when song come on https://tco/u50OmK2JY6&#8221;@KellieNehls @smichellelo
1294,3,1,2,0,1,&#8220;@Future_Reich: All yall some fucking coons&#8221; http://tco/wU7r3OBxhR
1295,3,1,2,0,1,&#8220;@FxckAshUK: @KaosYatti Aint my gf you lil nigguh stfu &#128557;&#128514;&#8221; glory be to GOD lmfaooooooo &#128557;&#128554;&#128517;
1296,6,1,5,0,1,&#8220;@GANGLANDABBY: What se bches want from ah nigga &#128526;&#8221;
1297,3,1,2,0,1,&#8220;@GFCRich: If Beyonce &amp; Kim Kardashian have no problem sucking ir mans dick you average looking broke bches shouldnt neir&#8221; &#9994;
1298,3,0,3,0,1,&#8220;@GUCCISAYBUR: if say ur mermaid  obviously means ur pussy  fhy&#8221;
1299,3,0,3,0,1,&#8220;@G_Anderson4: Im Dres bch tho&#8221; &#128527;
1300,3,0,3,0,1,&#8220;@G_Anderson4: Oh my dogs pussy  so tight time to loosen  &#128527;
1301,3,0,3,0,1,&#8220;@G_Coppo: &#128557;&#128557;&#128557;&#128557;  @ShardDaGawd: When you go down to eat  pussy and  smells tangy http://tco/oF09PiyL8b&#8221;&#128557;&#128557;
1302,6,0,6,0,1,&#8220;@Garricka_: Ima just block you hoes out&#8221;or block em eir one lol
1303,6,0,6,0,1,&#8220;@GaryTweets__: Its my dogs bihday &#10084;&#65039;&#8221; you should get  bad bch &#128521; #punny
1304,3,0,3,0,1,"&#8220;@GdoubleT: @BrianMC630 find loyal ho&#8221;

@finntasticccc &#128521;"
1305,3,0,0,3,2,&#8220;@GianneNichole: Lakers really trash&#8221;&#128686;
1306,3,1,2,0,1,&#8220;@GiantRaiderKing: @nomaambundy92 fag&#8221; but Tony :(
1307,3,0,3,0,1,&#8220;@GlteredInPink: @West305: Bored as hell Shoulda answered my phone calls bch&#8221; rar be bored
1308,3,2,1,0,0,&#8220;@GlteredInPink: @West305 you like 58 you needs to&#8221;1 You hoe 2 im 510(breaking11) 3suck my dick
1309,3,0,3,0,1,&#8220;@GlteredInPink: You gotta fuck every race just to see which dick/pussy you like  best&#8221; thot
1310,3,0,3,0,1,&#8220;@Godbody_ream: couldnt woman wh pen and pussy dont care how sexy or rich she &#8221;&#128563;
1311,3,0,3,0,1,"&#8220;@GoldieMack_: &#8220;@Treslyon: @GoldieMack_ sh where you from&#8221;

Baltimore&#8221; Man hoes fine &amp; crazy"
1312,3,0,3,0,1,&#8220;@Goldmind___: Smoke good weed wh bad bch&#8221;&#128079;
1313,3,0,1,2,2,&#8220;@GreatGawd: Name something trash&#8221; Cavs
1314,3,0,3,0,1,&#8220;@GreatScottnyc: Cant bch living say brought her MICHAEL Kors&#8221; we need more guys like you &#128588;
1315,3,0,3,0,1,&#8220;@GreaterThn: for all  bad bches out re http://tco/ESXBexvKEs&#8221;Lets go have some fun&#128536; @ambernicolee05 &#128514;&#128514;&#128514;
1316,3,1,2,0,1,&#8220;@Greg_Jon3s: hope my future wife who ever she might be  sleeping or studying instead if being hoe right now&#8221; nigga shutcho asss up
1317,3,0,3,0,1,&#8220;@GrumpyCatTalkin: Im sorry offended you when called you bch honestly thought you knew&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;
1318,3,0,3,0,1,&#8220;@H8UHOES: Lmao lexy such hoe &#128514;&#8221; lmfaooo
1319,3,0,3,0,1,&#8220;@HaiFuckedYoGirl: Eat her pussy nd look at her like th &#128540;&#128541;&#128540; http://tco/ksazoyurxv&#8221;@KellieNehls
1320,3,0,3,0,1,&#8220;@HaianCocaine_: FML &#128545; My period on &#8221; Cant pop that pussy now huh
1321,3,0,3,0,1,"&#8220;@HarrysBoyLou: &gt;&gt; Homecoming in 2 days &lt;&lt; http://tco/M6r2lWAFRV&#8221;

Bet didnt even have date bch just went and say in  corner"
1322,6,0,6,0,1,&#8220;@HerMoufPiece: be hating on my girl tho but wh was  bch hating&#8221; th song go
1323,3,0,2,1,1,&#8220;@HerTruMetier: &#8220;@what_evatakes: Bout to get breasts reduction se bches be in  way&#128530;&#8221;&#128514;&#128514;&#128514;&#8221;so serious&#128553;&#128553;&#128553;
1324,9,0,9,0,1,&#8220;@Hermosa_Jayy: Can bring anotha bch or nah &#128527;&#8221;
1325,3,0,0,3,2,&#8220;@HeyKeifer: Golden Oreos &#128016; regular Oreos &#128686;&#8221; YES
1326,3,0,0,3,2,&#8220;@HeyKeifer: Oreos are basically di circles wh cream&#8221; True
1327,3,0,3,0,1,"&#8220;@Hi__________Bye: Damn th bch always gets on by 
 hottest guys makes feel stupid @UglyAssAyeKay&#8221; got called an ego kill"
1328,3,0,3,0,1,&#8220;@HighClassCapri: @what_evatakes lmao minds well be hoe for all that &#128528;&#8221;&#128563;&#128563; aint mean like that girl lol
1329,3,0,3,0,1,&#8220;@HighClassCapri: @what_evatakes lmao definely not &#127814;&#8221;&#128553;&#128553;&#128553; was bout to say dont front bch that sh freeway
1330,3,0,3,0,1,&#8220;@HighClassCapri: @what_evatakes no bch hurry up lol&#8221;im so hungry cant focus&#128553;
1331,3,0,3,0,1,&#8220;@HighClassCapri: @what_evatakes ohhhhh yes bch yesss&#8221;ready&#128527;&#128520;
1332,3,0,3,0,1,&#8220;@HighClassCapri: @what_evatakes woke up and bches was not here lol&#8221;wasnt angry my hoes&#128514;
1333,3,0,3,0,1,&#8220;@HighClassCapri: Ima show my ass tonight can feel  &#128586;&#8221;omgggg was thinking  same sh bch&#128553;&#128553;
1334,3,0,2,1,1,&#8220;@Highfrom90s: lot of women who claim are yellow are actually red color blind mor fuckas&#8221; Im yellow tho &#128129;&#127773;
1336,3,1,2,0,1,&#8220;@HughSpliffner: Cole  trash Ive been saying th for years Fuck him&#8221; Lol
1337,3,0,0,3,2,&#8220;@HumbleTeej: @elabepps where am on th rating scale&#8221; Depends You still wearing colored contacts or naw
1338,3,0,3,0,1,&#8220;@IAmClatonBigsby: Bout to ride my horse to come fuck yo bch&#8221;Ooh @ em tho
1339,3,0,3,0,1,&#8220;@IAm_Cream: &#128514; @DontGetGrandHoe: When yall hoes going to learn how to spell&#8221; &#128588;&#128588;
1340,6,0,5,1,1,&#8220;@ICEom @SupurMario27 coolin my nig ( @1TIMMYTEE voice)&#8221; uhhee ( @ICEom laugh)
1341,3,0,3,0,1,&#8220;@IG4hunn: Yeah you played me Yeah you got what you wanted But jokes on you You about to be daddy bch http://tco/zCVdyVhvc7&#8221;bruh&#128557;
1342,3,0,3,0,1,&#8220;@IIXIXIII: Honesty  all ask for&#8221; you ugly hoe
1343,3,0,3,0,1,&#8220;@IIiirb: Bouta let Banko kno Im goin be Ronneagle &#128514;&#128527;&#8221; bch&#128514;&#128529;
1344,3,0,3,0,1,&#8220;@ITSMeESPERANZA_: &#8220;@nhalegood: When hoes feel like ir photo didnt get enough favores http://tco/xezFP0uybA&#8221; thats me &#128129;&#128128;&#8221; thirsty ass
1345,3,1,2,0,1,&#8220;@I_DontKIAra: done All se fuck niggas &#128554;&#128514; snip snip hoe &#9996;&#65039;&#9986;&#65039;&#8221; stfu
1346,3,0,2,1,1,&#8220;@Iamjayla__: @WB_Pooh_3x Bol that called  girl bch&#8221;Oharrd coo Im both of tho &#128526;&#128076;&#128175;
1347,3,0,2,1,1,"&#8220;@IdLikeToCare: @idpetion Wow putting whole manifesto up using TwLonger 

And by Canadian Hey hoserhow many will you adopt"
1348,3,0,0,3,2,&#8220;@Iifetip: Kat brownies http://tco/40W2a8qlBy&#8221; making
1349,3,0,0,3,2,&#8220;@ImToBlame: Bruh  @PrcoCBS: Trent took  yellow path http://tco/1XxGuKtjp8&#8221;&#128514;&#128514;&#128514;&#128514;
1350,3,0,3,0,1,&#8220;@ImaPlainJane: @SimplySoulful because thought Jay would her&#8221; yeah he  known for sockin bch or 2
1351,3,0,3,0,1,&#8220;@IsThatJamesBond: @BluntsNextDoor: Good pussy have Nigga like http://tco/PSBglHnq8Q funniest thing Ive ever seen on my tl &#128557;&#128557;&#128557;&#8221;
1352,3,0,3,0,1,&#8220;@ItsLegzzYo: Yall so fuckin trash yo &#128545;&#128545; @DIRECTV&#8221; man niggas gonna win  skins trash
1353,3,0,2,1,1,&#8220;@JLewyville: should be  Global Ambassador of SOMETHING put ppl on&#8221; des nuts hoe ahh nigga
1354,3,0,3,0,1,&#8220;@JT_Lord: Boutta walk out on se hoes&#8221;
1355,3,0,3,0,1,&#8220;@JabbCaesar: &amp; se bches bound to get hu cause lotta se niggas be playin&#8221;hell yeah
1356,3,1,2,0,1,&#8220;@Jae_Poppa_: @100046729 lol what else do we have in common nigga hate sleeping in  heat&#8221;&#128514;&#128514; summer  for  birds
1357,3,0,3,0,1,"&#8220;@Jaime_915: @Thompson_Era @HannahAlee null bruh both alive thats hans bch who died&#8221;

Oh well FBD &#128514;"
1358,3,0,3,0,1,&#8220;@JalapenoBright: Th hoe waed until she got 45 to make sextape chile http://tco/r9gMmImakO&#8221; OH MY LORD&#128561;
1359,3,1,2,0,1,&#8220;@JalenRose: Im rich (Dave Chappelle voice) signed #MLB PED users&#8221; Say bch you pussy
1360,3,0,3,0,1,&#8220;@Jalenhendricks4: &#8220;@In_Her_Tweets: @p_jones2 bch get outta here dumb ass&#8221; lmao&#8221; &#128555;&#128514;&#128514;
1361,3,0,3,0,1,&#8220;@JasminePhillies: wulf bch http://tco/foejLgirAd&#8221; thank you&#128079;&#128079;&#128079;&#128079; http://tco/daHQZU040n
1362,3,0,3,0,1,&#8220;@Jay050709: Liking all my pictures to get follow ass bches &#128514;&#128514;&#128557;&#128557;&#128557;
1363,3,0,1,2,2,&#8220;@JayGorgeous: need more beanies&#8221;just ordered two true religion ones lol
1364,3,1,2,0,1,&#8220;@JayStacks25: might fuck around and fuck yo bch &#128520;&#128175;&#128527;&#8221; eat her ass when your steal her so youll be real ass nigga
1365,3,0,3,0,1,&#8220;@Jay_Kay239: Th wear need to not flag today We trying to 50 zip bch tonight&#8221; yessssirrrrr
1366,3,0,3,0,1,&#8220;@Jaydillz:  day you unblock me you will become man again But that wont happen so you just bch&#8221; @iDrespectHoez lol
1367,3,0,3,0,1,&#8220;@JennaHord12: @ambernicolee05 dreamgirl McKee &#128514;&#8221;Ooh Bet you wooonnnttt stick dat hoe
1368,3,0,3,0,1,&#8220;@JennerAcosta: Sleep over wh guys doesnt mean we gonna fuck TRUST ME&#8221; youre bch for denying pussy
1369,3,0,3,0,1,&#8220;@JerGucci: @1__dev You  Real MVP&#8221; thats wat ya bch said when finhed &#128514;
1370,3,0,3,0,1,&#8220;@JestonaeLives: Burnt pussy lips - &#128514;&#128514;&#128514; https://tco/1WhgfzBUkR&#8221; gal in  blue throwing  &#128527;
1371,6,0,6,0,1,&#8220;@JoeBudden:  bad bches are only bad until sta talking anyway&#8221; He Preaching
1372,3,0,0,3,2,&#8220;@JohnelHadleyJr: Uncle Charlie just got thru lip singing&#8221;haha
1373,3,0,0,3,2,&#8220;@JuanNdaCut: When twter rappers dm me ir trash links http://tco/o5Orzo1O19&#8221;
1374,3,0,1,2,2,&#8220;@JukeJuke_9: Lance Stevenson gone leave Indiana&#8221; he trash anyway
1375,3,1,2,0,1,&#8220;@JulianSantomaur: 50 wh 30 hoes on my dick #sweg&#8221; you have learned from  best
1376,3,0,0,3,2,"&#8220;@JuniorMaye8: lot of are though Attudes be pure trash&#8221;

#TeamWheGirls 
#SwirlWorld"
1377,3,0,3,0,1,&#8220;@JustKarahn: &#8220;@what_iDO: in re and sh dnt sing hoe @JustKarahn&#8221; no&#8221;yess
1378,3,0,2,1,1,&#8220;@JustKarahn: &#8220;@what_iDO: though http://tco/hg6OO3X3o6&#8221; really hoe really&#8221; U  dummy taking pic
1379,3,0,3,0,1,&#8220;@KINSL3Y: When Im in that pussy honey Im home&#8221; &#128514;&#128514;&#128514;
1380,6,0,6,0,1,&#8220;@KaayGQ: Sexy bch hope she bout &#8221;
1381,3,0,1,2,2,&#8220;@KarynHalpin: Where do all  foreskins go when circumce guy&#8221;  Foreskin Fairy takes after you put under your pillow
1382,3,0,3,0,1,&#8220;@Kash_Stackz: Yall are so confused se days http://tco/l2ipE6UvQh&#8221; somebody put that hoe in dress
1383,3,0,2,1,1,&#8220;@KateFrancesss: majory of my news feed  people arguing about what  means to be redneck #vermontproblems&#8221;
1384,3,0,3,0,1,&#8220;@KattWilliams: You can be hoe whout having sex ask any of  girls texting alotta niggas at  same time&#8221;
1385,3,0,3,0,1,&#8220;@KayciMalynn: Im pro at losing followers Some people just cant handle my excessive use of  work cunt&#8221; Mines cause say fuck
1386,3,0,3,0,1,&#8220;@KeAuraM: &#8220;@whegoddesss: Repost  http://tco/GCSrbhqoQP&#8221;&#128079;&#128079;&#128079;&#8221; kush blunt convos simple minded ho made th pic bet
1387,3,0,3,0,1,&#8220;@Kevhoeee916: If couldnt trust some of  homies how could trust se hoes&#8221;you cant lol
1388,3,1,0,2,2,&#8220;@Kik2Clean: Brah Wiz cheated &#128514;&#128557; http://tco/OZ2PnDNGJ0&#8221; she had hair like dyke Uh Duh
1389,3,0,3,0,1,&#8220;@KingDakkar: se hoes out of control https://tco/hZmf5maYva&#8221;LMFAOOO
1390,3,0,0,3,2,&#8220;@King_SM If Howard elbow bosh will bosh fight back&#8221; dont have to got mcbob bird and UD
1391,3,0,3,0,1,&#8220;@KinggKI Im drunk Im bout to bch&#8221;need ride
1392,3,0,3,0,1,&#8220;@Kxng_Jase: Versace Versace talk sh on twter and so that bch blocked me&#8221;@bremarie17
1393,3,0,3,0,1,&#8220;@KyariesDa4: Ginobli dropping bches like Delta line&#8221; &#128514;&#128514;&#128553;&#9996;&#65039;
1394,3,0,3,0,1,"&#8220;@LODMTPAPI: Clingy girlfriends are  best &#128175;&#10084;&#65039;&#128553;&#128143; http://tco/Dt9nua4u7A&#8221;

Stop lying to se hoes bro That sh annoying"
1395,3,0,3,0,1,&#8220;@LakeshoreJohnny: Eliot was pussy&#8221; MMMMMETHER
1396,3,0,3,0,1,&#8220;@LanaeCute_ass: My bch bad shes Pueo Rican &#128527;&#128540;&#8221;what song  that
1397,3,1,2,0,1,"&#8220;@Lanehaaaa: @Thompson_Era pretty boy face&#8221;

Awee thanks faggot"
1398,3,0,0,3,2,&#8220;@LastWordEvan: An inning and half away from Alex Rodriguez being eligible to play Just thought #Yankees #MLB&#8221; OMG Feel an ulcer
1399,3,0,2,1,1,&#8220;@LayaFace: We out Brooklyn bound th money Feelin like Yung Jeezy in th bch &#128299;&#128299; http://tco/TOq4bFWnzG&#8221; LMAOOOO
1400,3,0,3,0,1,&#8220;@Leelucas_: @100046729 @maxnostalgia http://tco/F7D0mxCExj&#8221; bch ima shake til cant nomo
1401,3,0,3,0,1,&#8220;@Leelucas_: @100046729 fuck you ugly lol show teeth&#8221;&#128514;&#128514;&#128514;&#128128;&#128128;&#128128; bch fuck
1402,6,0,6,0,1,&#8220;@Leelucas_: @100046729 lol  be cool son You know your grandma bald mouth&#8221;she got all her teeth hoe &#128514;&#128514;
1403,3,0,3,0,1,&#8220;@Leelucas_: @100046729 mo bch  special Ed Darlene from backatown &#128514;&#128514;&#8221;&#128128; GN
1404,6,0,6,0,1,&#8220;@Leelucas_: @darwinjames125 @100046729 cant on that small ass street son&#8221;bch you know what happen last time we was onyur st &#128514;
1405,3,0,3,0,1,&#8220;@Leelucas_: Going dumb on th essay&#8221;&#128514; bch you sad
1406,3,0,3,0,1,&#8220;@Leelucas_: fucked up in  6th grade&#8221;yeah bch you wants to fight me wh yo dawg ass
1407,6,0,6,0,1,&#8220;@Leelucas_: Yall on my TL need to be sleep yall got school tomorrow&#8221; bch got straight As ion need to go &#128514;
1408,3,0,3,0,1,&#8220;@LegendaryE_: dont een tryna be drespectful when say bch just term like bruh or son&#8221;
1409,3,0,3,0,1,&#8220;@LeggsMania: @PhenomenalRo you not gone leave hoe&#8221;&#128514;&#128514;&#128546;
1410,3,0,3,0,1,&#8220;@LeggsMania:  next time see th bch Im beating her ass job or not&#8221; lol
1411,3,0,3,0,1,&#8220;@Leslieeeixta: @Vikyfdez15 fuck up bch &#128530;&#8221; get out mi house &#127969;&#128074;&#128581;&#128514;
1412,3,0,3,0,1,&#8220;@LesterrNem: Bad bches   only thing that like &#128074;&#128064;&#128074;&#8221;&#128073;&#128073;&#128073;
1413,3,0,3,0,1,&#8220;@LickMyWhooooop: @vintage_monroe_ @JustDoItSlow  aint bundles soooo nope&#8221;  bch she happy hosting
1414,3,0,3,0,1,&#8220;@LilReese300: No yu cant get no money yu silly hoe&#8221;
1415,3,0,3,0,1,&#8220;@Livefrom_A: se Niggaz bches hiding behind gangs aint in &#128175; &#128056;&#9749;&#65039;&#8221; &#128588;&#128175;
1416,3,0,3,0,1,&#8220;@LongMoneyTonyy: @vintage_monroe_ DONT Say Sh Else  Just Stfu &#8221;bch we can do lot more off th Twter sh you can come see me
1417,3,0,3,0,1,&#8220;@LopezWhs: Niggas talk more bches se days&#8221;
1418,3,0,3,0,1,&#8220;@LopezWhs: You ltle stupid ass bch aint fuckin wh you &#127925;&#8221;
1419,3,0,3,0,1,&#8220;@LoveLifeEst13: @__seriousLEE aint gone lie &amp; old heads say see  in me so figured&#8221; nah you just retarded
1420,3,0,3,0,1,&#8220;@LoveLifeEst13: lmao @West305 &amp; Aero sound young af talking bout hoes weed sh&#8221; @Finesse_iAm brah you gotta lten to th sh
1421,3,1,2,0,1,&#8220;@LuaBoo: Niggas over 62 wh long ass monkey arms make  best cuddle buddiesso heard&#8221; ahaha female told me th once&#128514;&#128514;&#128514;
1422,3,0,3,0,1,&#8220;@M94Rx: Sometimes hate AZ &amp; sometimes love  Depends on  time of year guess&#8221; &amp;  dumb bches that live here
1423,3,2,1,0,0,&#8220;@MILF_chronicles: Dudes shaving whout  being for an athletic purpose  gay af&#8221; youre retarded
1424,3,0,2,1,1,&#8220;@MJ2307: @1Bcaer or hes eating  cuz hes wh women who just cant cook &#128586;&#8221;gotta get rid of that hoe
1425,6,0,6,0,1,&#8220;@M_Rad: Im going to ms se bches so much &#128557; http://tco/lUpoqaT2R9&#8221; far right she resting on ol girl booty yall funny as sh
1426,6,0,6,0,1,&#8220;@M_Rad: You was wh  bch wh  fat ass &#128514;&#8221;only way to live when young that sh gonna get old tho and have lot of dents in 
1427,3,0,3,0,1,&#8220;@MaRAeMODEL: @Iam_KiDD_PhilA &#128514; Marcus bch ass @HeaOfAHustlah aint loyal at all Team hopping ass &#8221; &#128514;&#128557;&#128514;&#128557;&#128514;&#128056;&#9749;&#65039;
1428,3,0,3,0,1,"&#8220;@MaRAeMODEL: Hoe fax = type yo bch number in google to see if  pops up on back pagE

thank @HeaOfAHustlah&#8221; &#128514;&#128557;&#128514;&#128557;"
1429,3,0,3,0,1,&#8220;@MadonMum_: was told never fold &amp; never sell my soley Should Have Told Yu Stay In School  *Soul&#8221; autocorrect hoed me
1430,3,0,3,0,1,&#8220;@Magssca: @Adrienne_Bailon bch TRIED IT  deserved every foul word that came out Chr mouth &#128133;&#9749;&#65039; bye hoe&#8221;&#128514;&#128557;&#128514;
1431,3,0,3,0,1,&#8220;@MajorSlander One last shot at th love sh Im dogging you hoes&#8221; #Drakeltener
1432,3,0,3,0,1,&#8220;@MalikHasanImani: @1Bcaer negro you wear size 5Im in 12&#8221;Im at 6 now still growing
1433,3,0,3,0,1,&#8220;@MalikHasanImani: @1Bcaer whats good family&#8221;in  gym looking at hoes later
1434,3,0,0,3,2,&#8220;@MannyBDlopez: When you open your starburst candy and get 2 yellows http://tco/F0dDbfEzB6&#8221; lmao bruh
1435,3,0,3,0,1,&#8220;@MannyKream_G: Bihday Weekend stas today&#8221; Shut yo hoe ass up
1436,6,1,5,0,1,&#8220;@MarieHippy: Bch niggas pay for hoes just to lay wh hoes&#8221; relax one night youll pay to stay wh hoes
1437,6,0,6,0,1,&#8220;@MarieLeVual: if your wardrobe const of mostly leggings yous hoe&#8221; guilty
1438,3,0,3,0,1,&#8220;@Marlin_FhyAss: &#8220;@1017_Sqquad: In  mall wh yo bch and yo money Im getting me somethin &#128514;&#128175;&#8221;&#128514;&#8221;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;
1440,3,1,2,0,1,"&#8220;@MattieTrump97: Eat lot of protein
Eat lot of pussy
#MattieTrumpsTipsForABetterLife&#8221;

Eat  whole ass"
1441,3,0,3,0,1,&#8220;@Maxwell_Larsen: Im jakes bch&#8221;
1442,3,3,0,0,0,&#8220;@Maxwell_Larsen: When you live th gay you cant be afraid of two black dicks in your butt you fucking queer
1443,3,0,3,0,1,&#8220;@MeCause1mRae: lot of you males need to dress up as real men for Halloween since yall be acting like bches all year&#8221; &#128514;&#128588;
1444,3,0,3,0,1,&#8220;@Medrano420: You want to be ltle bch than ima treat you like ltle bch&#8221;
1445,3,0,3,0,1,&#8220;@Mick_Peddicord8: Water polo  so fucking hard #respect&#8221; yeah if youre pussy
1446,3,0,3,0,1,&#8220;@MightBeKoi: @Satfied_x @__troyy Edward did OSS he sparkled&#8221; &#128514;&#128514; bch realy
1447,3,0,3,0,1,&#8220;@MikeDiggEm: @_KudaBrazyy who  old bch&#8221; *hoe
1448,3,2,1,0,0,&#8220;@MikeyPDaCav5: love  song John Doe #dope&#8221; @MirandaWigley @edenbaby101 faggots
1449,3,0,3,0,1,&#8220;@Mix_Mommie: hate when bches do that who are you talking to sh like clearly you&#8221;be like BITCH WIT DA RED DOOR HOE&#128514;&#128514;
1450,3,2,1,0,0,&#8220;@MoffettMM: Just got done wh my last final and Im walkin around campus like own th place&#8221; queer
1451,3,0,3,0,1,&#8220;@Mojo4Life_: Well Im going to sleep &#128530;&#8221; fag
1452,3,0,0,3,2,&#8220;@MomMeMustHaves: MMMH Daily  out http://tco/bPtRtXcel0 Stories via @KinCruz&#8221; @ExMoShow #yellow  IN &amp; @romyraves luv  bling
1453,3,0,3,0,1,&#8220;@MoneyYoung not evn hoes in silence anymore&#8221;proud of   want respect
1454,3,0,3,0,1,&#8220;@Moneyhighpapi: When you fuck her GOOD she trip even more&#8221; good dick makes bch go crazy
1455,3,0,3,0,1,&#8220;@MorganSmh_20: @Luke_Turner_88 so many hoes thats why&#8221;preach
1456,3,0,3,0,1,&#8220;@MosoKnowso: If photographer doesnt have back story on how he staed he did  for pussy #believethat&#8221; #CANTKNOCKTHAHUSSLE
1457,3,0,3,0,1,&#8220;@MrDelightfullll: Ive sounded like fag  last few days &#128584;&#128513;&#128513;&#8221; your emotions are inspiring &#128150;
1458,3,0,3,0,1,&#8220;@MsFoxyBaby: #ImAddictedTo girls fat pussy slim wat fat ass innocent smiles&#8221; truuuuuu
1459,3,1,2,0,1,&#8220;@MutateRoos: You can be Seminoles but not redskins&#8221;Seminole tribe got an agreement wh mfsu pay to use  name
1460,3,0,3,0,1,&#8220;@MyDick_SuckThat: Who that pussy wet for &#8221; http://tco/CruDDDHxHh
1461,3,2,1,0,0,&#8220;@My_Fh_Died: You dammn Weed poads are annoying af on Twter&#8221; weed and pot are  same thing faggot
1462,3,0,3,0,1,&#8220;@Nadixo__: @joelxmontoya: Im dreaming &#128525;&#128525; http://tco/Y21PyZ5rai ewwww&#8221;bch you must be fucked up &#128514;&#128514;
1463,3,0,3,0,1,&#8220;@NayMinaj_xo: @SkinnyBee__ LMAO my bch was ltening to gospel music liquor in her hand weaaakkk&#8221;lmfaooooooooo was crying
1464,3,0,3,0,1,&#8220;@NeeBaddAzz: why amanda bch ass eva cheat on fizz fine ass ion gedd&#128564;&#8221; res more to nigga than looks Thought yall knew dat&#128564;
1465,3,0,3,0,1,&#8220;@NeiAllure: &amp; you should feel drespected if bch try to suck you up wh dry lips &#128128;&#128128;&#8221;
1466,6,2,4,0,1,&#8220;@Nelly_Flexin: Yall bches swch roo niggas &#8221;&#128064;&#128064; who  hell
1467,3,2,1,0,0,&#8220;@NiHao_Rocky Who  she  @DrTruth247: Yall hype that bread loaf chick up but Im chill&#8221; dyke rapper
1468,3,2,1,0,0,&#8220;@NiggaImTatted: Cowboys win games during  regular season but when get to  playoffs that trash af lol&#8221; hating ass nigga
1469,3,0,3,0,1,&#8220;@NiggaImTatted: Having 0 bches really  wave&#8221;shaq you got all  hoes
1470,3,0,3,0,1,&#8220;@NiggaImTatted: Niggas want good girl but still wanna fuck wh hoes but that aint gone work Gotta pick one&#8221;&#128514;&#128514;&#128514; boy stfu
1471,3,0,3,0,1,&#8220;@NigggaPino: Splash onna bch Wednesday tomorrow&#8221;
1472,3,0,2,1,1,&#8220;@NikeDownLu15: @vintage_monroe_ Damn brownies&#8221;swear lmao
1473,3,0,2,1,1,"&#8220;@NoChillPaz: Mom : Dont call girl bch Thats somebodys daughtersterniece
Me : And somebodys bch too&#8221;"
1474,3,3,0,0,0,"&#8220;@NoChillPaz: Whe kids favore activies
1 Calling people niggers on Xbox
2fucking ir pet
3 Shooting up ir school&#8221;"
1475,6,0,6,0,1,&#8220;@NoGovy: Smh bches are such haters  How dare do th to her #blackgirls #jealousy http://tco/i2nnm1Z1&#8221; YOOO LOOOL
1476,3,0,3,0,1,&#8220;@NoRapt: Throwing lamps at bches who need to lighten up&#8221; True dat
